Task Report     Date: 11/10/2022 19:59:25
"Task: A. Inventories Satellite    Description: Runs all Annual SUT Balanced CORD tasks from stages 00 to 13    Is Parallel: N"
Statistical Activity: Unbalanced Inventories    Mode: INT23

Order,Level,Name,Description,Parent Task,Kind,Exclude,Parallel,Line Run,Dataset,Status,Start Date,End Date,Object Type,Object Details,Selection Criteria,Dimension Mappings
169,2,"      03.404 Calc DEFX3","Shape (zero) TEMPDEF3 to create DEFX3 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX3}}{formula = shape(TEMPDEF3, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
170,2,"      03.405 Calc DEFX4","Shape (zero) TEMPDEF4 to create DEFX4 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX4}}{formula = shape(TEMPDEF4, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
171,2,"      03.406 Calc DEFX5","Shape (zero) TEMPDEF5 to create DEFX5 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX5}}{formula = shape(TEMPDEF5, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
172,2,"      03.407 Calc DEFX6","Shape (zero) TEMPDEF6 to create DEFX6 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX6}}{formula = shape(TEMPDEF6, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
173,2,"      03.408 Calc DEFX7","Shape (zero) TEMPDEF7 to create DEFX7 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX7}}{formula = shape(TEMPDEF7, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
174,2,"      03.409 Calc DEFX8","Shape (zero) TEMPDEF8 to create DEFX8 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX8}}{formula = shape(TEMPDEF8, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
175,2,"      03.410 Calc DEFX9","Shape (zero) TEMPDEF9 to create DEFX9 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX9}}{formula = shape(TEMPDEF9, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
176,2,"      03.411 Calc DEFX10","Shape (zero) TEMPDEF10 to create DEFX10 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX10}}{formula = shape(TEMPDEF10, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
177,2,"      03.412 Calc DEFX11","Shape (zero) TEMPDEF11 to create DEFX11 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX11}}{formula = shape(TEMPDEF11, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
178,2,"      03.413 Calc DEFX12","Shape (zero) TEMPDEF12 to create DEFX12 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX12}}{formula = shape(TEMPDEF12, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
179,2,"      03.414 Calc DEFX13","Shape (zero) TEMPDEF13 to create DEFX13 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX13}}{formula = shape(TEMPDEF13, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
180,2,"      03.415 Calc DEFX14","Shape (zero) TEMPDEF14 to create DEFX14 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX14}}{formula = shape(TEMPDEF14, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
181,2,"      03.416 Calc DEFX15","Shape (zero) TEMPDEF15 to create DEFX15 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX15}}{formula = shape(TEMPDEF15, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
182,1,"   03.005 Agg to AVGDEF","Aggregate DEFX to create AVGDEF for Asset and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,AGGREGATE,"{aggregate dimension = Prices}{top level specification = AVGDEF}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
183,1,"   03.006 Calc CF","Calculate Monthly CF and DEF/AVGDEF for Asset and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = CF}}{formula = ( DEF / AVGDEF )}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
184,1,"   03.007 Shape Extend CF M","Shape (extend) Monthly data for CF, Asset AN.122, Industries 30.1, 30OTHER, 33.15, 68.1-2",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = M}}{formula = shape ( M, $SHPstartmon, $SHPendmon, extend)}"," {Industry = 30.1, 30OTHER, 33.15, 68.1-2} {Asset = AN.122} {Prices = CF}","n/a"
185,1,"   03.008 Agg CF Months to Quarters","Aggregate (end) CF, Months to Quarters for Asset and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress",1996Q4, ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = aggregate ( M, Q, end )}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = CF}","n/a"
186,1,"   03.50 Calc CP","Shape (zero) TEMPDEF to create DEFX for the SHP source data revision period",122,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Shape (zero) TEMPDEF to create DEFX for the SHP source data revision period}{isparallel = N}","n/a","n/a"
187,2,"      03.501 Calc CP for most","Calculate Quarterly CP as CP.in*CF excluding Asset AN.124, excluding Industries 46, 47",186,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = CP}}{formula = round ( CP.in * CF, $round )}"," {Industry = group 02.10 Bottom level exc 46 47} {Asset = group BL excluding AN.124} {Periodicity = Q}","n/a"
188,2,"      03.502 Calc CP for AN.125, 46","Calculate Quarterly CP as CP.in*CF for Asset AN.125, Industry 46",186,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = CP}}{formula = round ( CP.in * CF, $round )}"," {Industry = 46} {Asset = AN.125} {Periodicity = Q}","n/a"
189,2,"      03.503 Calc CP for AN.121&5, 47","Calculate Quarterly CP as CP.in*CF for Assets AN.121, AN.125, Industry 47",186,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = CP}}{formula = round ( CP.in * CF, $round )}"," {Industry = 47} {Asset = AN.121, AN.125} {Periodicity = Q}","n/a"
190,2,"      03.504 Calc CP for AN.124, 84","Calculate Quarterly CP as CP.in*CF for Asset AN.124, Industry 84",186,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = CP}}{formula = round ( CP.in * CF, $round )}"," {Industry = 84} {Asset = AN.124} {Periodicity = Q}","n/a"
191,2,"      03.505 Agg CP to AN.12","Aggregate CP, Q up Asset hierarchy to AN.12 for Industry Bottom level",186,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = group Bottom level} {Prices = CP} {Periodicity = Q}","n/a"
192,2,"      03.506 Agg CP to TOTAL","Aggregate CP, Q up Industry hierarchy to TOTAL for All Assets",186,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = group All Assets} {Prices = CP} {Periodicity = Q}","n/a"
193,2,"      03.507 Agg CP to Annual","Aggregate (end) CP, Q to A for All Assets, Industry Bottom level",186,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate ( Q, A, end )}"," {Industry = group Bottom level} {Asset = group All Assets} {Prices = CP}","n/a"
194,1,"   03.009 Agg DEF Months to Quarter","Aggregate (end) DEF, Months to Quarters for All Assets and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress",1996Q4, ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = Aggregate ( M, Q, end )}"," {Industry = group Bottom level} {Asset = group All Assets} {Prices = DEF}","n/a"
195,1,"   03.010 Copy DEF to DEF.ave","Copy Monthly DEF to DEF.ave for All Assets and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 03.00 Stock-holding Adj}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = group All Assets} {Prices = DEF} {Periodicity = M}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{DEF.ave-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}"
196,1,"   03.011 Agg DEF.ave M to Q","Aggregate (average) DEF.ave, Months to Quarters for All Assets and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress",1996Q4, ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = Aggregate ( M, Q, average )}"," {Industry = group Bottom level} {Asset = group All Assets} {Prices = DEF.ave}","n/a"
197,0,"04.00 BVC and VPIC","Copy data to 04.00 BVC and VPIC and process as required",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 04.00 BVC and VPIC and process as required}{isparallel = N}","n/a","n/a"
198,1,"   04.001 Delete data","Delete all data from the BVC and VPIC dataset",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Measure = *} {Prices = *} {Periodicity = *}","n/a"
199,1,"   04.002 Copy CP, DEF, DEF.ave","Copy CP, DEF, DEF.ave, Q, All Assets, Industry TOTAL and Bottom level from Stock-holding Adj",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 03.00 Stock-holding Adj}{status = Work in progress}}"," {Industry = TOTAL, group Bottom level} {Asset = group All Assets} {Prices = CP, DEF, DEF.ave} {Periodicity = Q}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{BV-> (Unmapped) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}"
200,1,"   04.003 Calc KP for most","Calculate Quarterly, BV, KP via deflation excluding Asset AN.124, excluding Industry 46, 47",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Prices = KP}}{formula = conround ( deflate ( CP, DEF, $baseyr), 0)}"," {Industry = group Bottom level excl 46 47} {Asset = group All exc AN.124} {Measure = BV} {Periodicity = Q}","n/a"
201,1,"   04.004 Calc KP for AN.125, 46","Calculate Quarterly, BV, KP via deflation for Asset AN.125, Industry 46",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Prices = KP}}{formula = conround ( deflate ( CP, DEF, $baseyr), 0)}"," {Industry = 46} {Asset = AN.125} {Measure = BV} {Periodicity = Q}","n/a"
202,1,"   04.005 Calc KP for AN.121&5, 47","Calculate Quarterly, BV, KP via deflation for Asset AN.121, AN.125, Industry 47",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Prices = KP}}{formula = conround ( deflate ( CP, DEF, $baseyr), 0)}"," {Industry = 47} {Asset = AN.121, AN.125} {Measure = BV} {Periodicity = Q}","n/a"
203,1,"   04.006 Calc KP for AN.124, 84","Calculate Quarterly, BV, KP via deflation for Asset AN.124, Industry 84",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Prices = KP}}{formula = conround ( deflate ( CP, DEF, $baseyr), 0)}"," {Industry = 84} {Asset = AN.124} {Measure = BV} {Periodicity = Q}","n/a"
204,1,"   04.007 Calculate BVC KP","Calculate Quarterly, BVC, KP as BV-lag(BV,1) for Asset and Industry Bottom level",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Measure = BVC}}{formula = BV - lag (BV,1)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = KP} {Periodicity = Q}","n/a"
205,1,"   04.008 Calculate BVC CP","Calculate Quarterly, BVC, CP as BV-lag(BV,1) for Asset and Industry Bottom level",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Measure = BVC}}{formula = BV - lag (BV,1)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = CP} {Periodicity = Q}","n/a"
206,1,"   04.009 Calculate CP VPIC","Calculate Quarterly, VPIC, CP by rounding BVC for Asset and Industry Bottom level",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIC} {Prices = CP}}{formula = round(BVC:CP,0)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = Q}","n/a"
207,1,"   04.010 Aggregate to TOTAL","Aggregate CP, KP, BV, BVC, VPIC, Quarterly up Industry hierarchy to TOTAL for All Assets",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = group All Assets} {Measure = BV, BVC, VPIC} {Prices = CP, KP} {Periodicity = Q}","n/a"
208,1,"   04.011 Aggregate to AN.12","Aggregate CP, KP, BV, BVC, VPIC, Quarterly up Asset hierarchy to AN.12 for Published Industries",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = group Published Series} {Measure = BV, BVC, VPIC} {Prices = CP, KP} {Periodicity = Q}","n/a"
209,1,"   04.012 Aggregate to Annual","Aggregate (total) CP, KP, BVC, VPIC, Quarters to Annual for All Assets, Published Industries",197,CALCULATION DEFINITION,N,N,N,"04.00 BVC and VPIC","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = Aggregate ( Q, A, total )}"," {Industry = group Published Series} {Asset = group All Assets} {Measure = VPIC, BVC} {Prices = CP, KP}","n/a"
210,0,"05.00 Product Matrix","Copy data to 05.00 Product Matrix and process as required",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 05.00 Product Matrix and process as required}{isparallel = N}","n/a","n/a"
211,1,"   05.001 Delete data","Delete all data from the Product Matrix dataset",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Product = *} {Measure = *} {Prices = *} {Adjustment Basis = *} {Periodicity = *}","n/a"
212,1,"   05.10 Input Source data","Copy input data from Local and Other datasets",210,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy input data from Local and Other datasets}{isparallel = N}","n/a","n/a"
213,2,"      05.101 Copy VPIC CP RF data","Copy VPIC, CP, RF, Q, Asset and Industry Bottom level from BVC and VPIC",212,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 04.00 BVC and VPIC}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = group Bottom level} {Measure = 'VPIC'} {Prices = CP} {Periodicity = Q}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{TOTAL-> (Unmapped) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{RF-> (Unmapped) Adjustment Basis}{Periodicity-> (Direct) Periodicity}"
214,2,"      05.102 Copy VPIC CP RP data","Copy VPIC, CP, RP, Q, Asset Main and Industry Published Bot level from Input: Inventories Local",212,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = Input: Inventories Local}{status = Work in progress}}"," {Industry = *} {Product = TOTAL} {Asset = *} {Sector = S.1} {Measure = VPIC} {Source = LOCAL} {Adjustment Basis = RP} {Allocation = V} {Prices = CP} {Periodicity = Q}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Adjustment Basis-> (Direct) Adjustment Basis}{Periodicity-> (Direct) Periodicity}"
215,2,"      05.103 Copy pattern CP R3.2","Copy pattern, CP, R3.2, A, All Asset, Industry and Prod from Input: Inventories Local",212,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = Input: Inventories Local}{status = Work in progress}}"," {Industry = *} {Product = *} {Asset = *} {Sector = S.1} {Measure = pattern} {Source = LOCAL} {Adjustment Basis = R3.2} {Allocation = V} {Prices = CP} {Periodicity = A}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Adjustment Basis-> (Direct) Adjustment Basis}{Periodicity-> (Direct) Periodicity}"
216,2,"      05.104 Copy pattern CP R3.2","Copy pattern, CP, R3.2, A, Asset AN.121, Indus and Prod Bottom Level from Product Pattern Prep",212,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 01.00 Product Pattern Prep}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = 'AN.121'} {Product = group Bottom level} {Allocation = 'P'} {Adjustment = RF}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{pattern-> (Unmapped) Measure}{CP-> (Unmapped) Prices}{R3.2-> (Unmapped) Adjustment Basis}{A-> (Unmapped) Periodicity}"
217,2,"      05.105 Copy VPIC CP AQ","Copy VPIC, CP, AQ, Q, All Asset and Industry from Input: Inventories Local",212,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = Input: Inventories Local}{status = Work in progress}}"," {Industry = *} {Product = TOTAL} {Asset = *} {Sector = S.1} {Measure = VPIC} {Source = LOCAL} {Adjustment Basis = AQ} {Allocation = V} {Prices = CP} {Periodicity = Q}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Adjustment Basis-> (Direct) Adjustment Basis}{Periodicity-> (Direct) Periodicity}"
218,2,"      05.106 Copy BV CP R3.2","Copy BV, CP, R3.2, Q, Asset and Industry Bottom Level from BVC and VPIC",212,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 04.00 BVC and VPIC}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = group Bottom level} {Measure = 'BV'} {Prices = 'CP'} {Periodicity = 'Q'}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{TOTAL-> (Unmapped) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{R3.2-> (Unmapped) Adjustment Basis}{Periodicity-> (Direct) Periodicity}"
219,1,"   05.002 Splice RF to RP","Splice VPIC, CP, Quarterly, RF to RP to create R1.2 for Asset and Industry Bottom level, Prod TOTAL",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,FORMULA,"{items to calculate {Adjustment Basis = R1.2}}{formula = splice(RF, RP, $firstopenqtr, value)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Product = 'TOTAL'} {Measure = 'VPIC'} {Prices = 'CP'} {Periodicity = 'Q'}","n/a"
220,1,"   05.003 Spread pattern A to Q","Spread (average) pattern, CP, R3.2, A to Q for Asset Main, Industry and Product Bottom level",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = Spread(A,Q,average,$endqtr)}"," {Industry = group Bottom level} {Asset = group Main} {Product = group Bottom level} {Measure = 'pattern'} {Prices = 'CP'} {Adjustment Basis = 'R3.2'}","n/a"
221,1,"   05.004 Agg pattern CP to AN.12","Aggregate pattern, CP, R3.2, Q up Asset to AN.12 for Industry and Product Bottom level",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = group Bottom level} {Product = group Bottom level} {Measure = 'pattern'} {Prices = 'CP'} {Adjustment Basis = 'R3.2'} {Periodicity = 'Q'}","n/a"
222,1,"   05.005 Agg pattern CP to TOTAL","Aggregate pattern, CP, R3.2, Q up Industry to TOTAL for All Assets, Product Bottom level",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = group All Assets} {Product = group Bottom level} {Measure = 'pattern'} {Prices = 'CP'} {Adjustment Basis = 'R3.2'} {Periodicity = 'Q'}","n/a"
223,1,"   05.006 Agg pattern CP to TOTAL","Aggregate pattern, CP, R3.2, Q up Product to TOTAL for All Assets and Industries",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,AGGREGATE,"{aggregate dimension = Product}{top level specification = TOTAL}"," {Industry = *} {Asset = group All Assets} {Measure = 'pattern'} {Prices = CP} {Adjustment Basis = R3.2} {Periodicity = Q}","n/a"
224,1,"   05.007 Calc VPIC CP R3.2","Calculate VPIC, CP, Q, R3.2 as R1.2+AQ for Asset and Industry Bottom level, Product TOTAL",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,FORMULA,"{items to calculate {Adjustment Basis = R3.2}}{formula = R1.2 + AQ}"," {Industry = group Bottom level} {Asset = group Bottom level} {Product = 'TOTAL'} {Measure = 'VPIC'} {Prices = 'CP'} {Periodicity = 'Q'}","n/a"
225,1,"   05.008 Calc VPIL CP R3.2","Calculate VPIL, CP, R3.2, Q as Cumulative Sum of VPIC and value of BV for Asset and Ind BL, Prod TOT",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIL}}{formula = round(cumsum(VPIC,value(BV,$VPILstartqtr),$VPILstartqtr),0)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Product = TOTAL} {Prices = CP} {Adjustment Basis = R3.2} {Periodicity = Q}","n/a"
226,1,"   05.009 Prorate VPIL down pattern","Prorate VPIL, CP, R3.2, Q down the Product hierarchy from TOTAL, using pattern as the pattern",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,PRORATE,"{measure dimension = Measure}{hierarchy dimension = Product}{prorate item = VPIL}{pattern item = pattern}{top level specification = TOTAL}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = CP} {Adjustment Basis = R3.2} {Periodicity = Q}","n/a"
227,1,"   05.010 Agg VPIL CP R3.2 to TOTAL","Aggregate VPIL, CP, R3.2, Q up Industry to TOTAL for All Assets and Products",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = *} {Product = *} {Measure = VPIL} {Prices = CP} {Adjustment Basis = R3.2} {Periodicity = Q}","n/a"
228,1,"   05.011 Calc VPIL CP AN.12","Calculate VPIL, CP, R3.2, Q, AN.12 as sum of AN.121-5 for All Industries and Products",210,CALCULATION DEFINITION,N,N,N,"05.00 Product Matrix","Work in progress", , ,FORMULA,"{items to calculate {Asset = AN.12}}{formula = AN.121 + AN.122 + AN.123 + AN.124 + AN.125}"," {Industry = *} {Product = *} {Measure = VPIL} {Prices = CP} {Adjustment Basis = R3.2} {Periodicity = Q}","n/a"
229,0,"06.00 VPIL and VPIC Volume","Copy data to 06.00 VPIL Deflation and process as required",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 06.00 VPIL Deflation and process as required}{isparallel = N}","n/a","n/a"
230,1,"   06.001 Delete data","Delete all data from the VPIL and VPIC Volume dataset",229,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Measure = *} {Prices = *} {Periodicity = *} {Product = *}","n/a"
231,1,"   06.10 Input Source data","Copy input data from Other datasets",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy input data from Other datasets}{isparallel = N}","n/a","n/a"
232,2,"      06.101 Copy VPIL_C DEF data","Copy VPIL_C, DEF, M, Asset AN.122-5, All Ind, Product Bot Level data from Data Preparation",231,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Product = group Bottom level} {Asset = AN.122,AN.123,AN.124,AN.125} {Measure = 'DEF'} {Source = 'DEF'} {Periodicity = 'M'} {Adjustment Basis = RF}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{VPIL_C-> (Unmapped) Measure}{DEF-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
